critical_role_id,position_id,worker_id,position_title,job_profile_id,supervisory_org_id,cost_center_id,criticality_level,business_impact,succession_required_flag,risk_if_vacant,target_successor_count,review_cycle
CR00000410,P00002269,W00002269,Manager - Regulatory Risk,JP000027,SO000005,CC000927,Strategic,Enterprise Transformation,True,High,2,Annual Talent Review
CR00000411,P00004011,W00004011,Analyst - Strategy Consulting,JP000476,SO000526,CC001132,Medium,Process Stability,True,Moderate,1,Annual Talent Review
CR00000412,P00002034,W00002034,Consultant - Regulatory Risk,JP000039,SO000049,CC001416,Medium,Regional Coverage,True,High,2,Annual Talent Review
CR00000413,P00003611,W00003611,Senior Consultant - Data and Analytics,JP000349,SO002355,CC000921,High,Leadership Continuity,True,Moderate,2,Annual Talent Review
CR00000414,P00001734,W00001734,Senior Manager - Information Technology,JP000297,SO002306,CC000288,Strategic,Regulatory / Compliance Risk,True,Moderate,1,Annual Talent Review
CR00000415,P00000938,W00000938,Consultant - Mergers and Acquisitions,JP000095,SO002313,CC002270,High,Operational Resilience,True,Moderate,1,Mid-Year Talent Review
CR00000416,P00000067,W00000067,Senior Consultant - Strategy Consulting,JP000223,SO000617,CC002358,High,Client Delivery Continuity,True,High,3,Annual Talent Review
CR00000417,P00002142,W00002142,Senior Manager - Cyber Risk,JP000136,SO001779,CC000964,High,Leadership Continuity,True,Moderate,2,Annual Talent Review
CR00000418,P00004906,W00004906,Senior Manager - Finance,JP000401,SO000934,CC001165,Medium,Specialized Knowledge Retention,True,Moderate,2,Annual Talent Review
CR00000419,P00001674,W00001674,Senior Consultant - Marketing,JP000321,SO001525,CC002025,High,Client Delivery Continuity,True,Severe,3,Mid-Year Talent Review
CR00000420,P00004348,W00004348,Director - Information Technology,JP000413,SO001110,CC002387,Strategic,Regulatory / Compliance Risk,True,High,1,Annual Talent Review
CR00000421,P00000619,W00000619,Manager - Information Technology,JP000071,SO002220,CC001101,Medium,Regional Coverage,True,High,2,Annual Talent Review
CR00000422,P00000349,W00000349,Analyst - Human Resources,JP000501,SO001215,CC001115,High,Client Delivery Continuity,True,Moderate,2,Annual Talent Review
CR00000423,P00001729,W00001729,Analyst - Operations,JP000267,SO000560,CC002318,High,Operational Resilience,True,High,1,Annual Talent Review
CR00000424,P00003114,W00003114,Manager - Corporate Tax,JP000098,SO002331,CC001756,High,Operational Resilience,True,High,2,Annual Talent Review
CR00000425,P00003089,W00003089,Analyst - Human Capital,JP000433,SO001829,CC001422,Medium,Process Stability,True,High,3,Annual Talent Review
CR00000426,P00001600,W00001600,Manager - Corporate Tax,JP000379,SO002146,CC002495,Strategic,Regulatory / Compliance Risk,True,Moderate,2,Annual Talent Review
CR00000427,P00003004,W00003004,Analyst - Corporate Tax,JP000436,SO000333,CC002016,High,Client Delivery Continuity,True,Severe,2,Annual Talent Review
CR00000428,P00003058,W00003058,Manager - Data and Analytics,JP000189,SO001806,CC001548,Strategic,Enterprise Transformation,True,Severe,2,Annual Talent Review
CR00000429,P00002289,W00002289,Analyst - Strategy Consulting,JP000512,SO000283,CC001827,High,Operational Resilience,True,Moderate,2,Mid-Year Talent Review
CR00000430,P00004291,W00004291,Analyst - Mergers and Acquisitions,JP000301,SO001479,CC000564,Strategic,Enterprise Transformation,True,Moderate,2,Mid-Year Talent Review
CR00000431,P00004269,W00004269,Director - Data and Analytics,JP000443,SO001009,CC000869,Strategic,Enterprise Transformation,True,Moderate,2,Annual Talent Review
CR00000432,P00002842,W00002842,Senior Consultant - Operations,JP000468,SO001014,CC002062,Medium,Specialized Knowledge Retention,True,High,2,Annual Talent Review
CR00000433,P00000232,W00000232,Manager - Human Capital,JP000532,SO001863,CC002165,Medium,Specialized Knowledge Retention,True,Moderate,1,Annual Talent Review
CR00000434,P00001648,W00001648,Analyst - Corporate Tax,JP000167,SO001950,CC001291,Strategic,Regulatory / Compliance Risk,True,Severe,2,Mid-Year Talent Review
CR00000435,P00001608,W00001608,Senior Consultant - Legal,JP000447,SO000311,CC002356,High,Client Delivery Continuity,True,High,2,Annual Talent Review
CR00000436,P00002128,W00002128,Analyst - Technology Consulting,JP000363,SO000701,CC001064,High,Client Delivery Continuity,True,Severe,2,Annual Talent Review
CR00000437,P00004648,W00004648,Consultant - Mergers and Acquisitions,JP000052,SO002290,CC001284,High,Leadership Continuity,True,High,1,Annual Talent Review
CR00000438,P00001496,W00001496,Senior Consultant - Technology Consulting,JP000428,SO002109,CC000449,Medium,Specialized Knowledge Retention,True,Severe,2,Mid-Year Talent Review
CR00000439,P00002991,W00002991,Analyst - Human Resources,JP000107,SO002207,CC001974,Medium,Process Stability,True,Moderate,2,Annual Talent Review
CR00000440,P00002442,W00002442,Manager - Technology Consulting,JP000141,SO001523,CC002414,Medium,Specialized Knowledge Retention,True,High,1,Annual Talent Review
CR00000441,P00001385,W00001385,Consultant - Finance,JP000265,SO001853,CC000307,Strategic,Enterprise Transformation,True,High,1,Mid-Year Talent Review
CR00000442,P00004248,W00004248,Analyst - Cyber Risk,JP000161,SO002426,CC002004,High,Client Delivery Continuity,True,Severe,2,Annual Talent Review
CR00000443,P00000212,W00000212,Consultant - Information Technology,JP000129,SO001627,CC001680,Medium,Process Stability,True,High,2,Mid-Year Talent Review
CR00000444,P00001320,W00001320,Senior Manager - Marketing,JP000016,SO000150,CC002385,High,Operational Resilience,True,Severe,1,Annual Talent Review
CR00000445,P00001081,W00001081,Analyst - Regulatory Risk,JP000533,SO000890,CC001767,High,Operational Resilience,True,Moderate,3,Annual Talent Review
CR00000446,P00002515,W00002515,Senior Manager - Human Resources,JP000076,SO002240,CC001992,Medium,Specialized Knowledge Retention,True,Severe,2,Mid-Year Talent Review
CR00000447,P00000826,W00000826,Analyst - Operations,JP000134,SO000015,CC001478,Strategic,Enterprise Transformation,True,High,2,Annual Talent Review
CR00000448,P00001521,W00001521,Consultant - Cyber Risk,JP000576,SO002275,CC001705,Medium,Regional Coverage,True,High,2,Annual Talent Review
CR00000449,P00002990,W00002990,Analyst - Audit Assurance,JP000360,SO000228,CC000353,High,Client Delivery Continuity,True,Severe,2,Annual Talent Review
CR00000450,P00004754,W00004754,Analyst - Human Capital,JP000017,SO001251,CC002467,Medium,Regional Coverage,True,High,2,Annual Talent Review
CR00000451,P00001811,W00001811,Consultant - Marketing,JP000119,SO002230,CC001365,High,Leadership Continuity,True,High,3,Annual Talent Review
CR00000452,P00002749,W00002749,Manager - Regulatory Risk,JP000066,SO000181,CC002239,Strategic,Regulatory / Compliance Risk,True,High,2,Annual Talent Review
CR00000453,P00004675,W00004675,Analyst - Mergers and Acquisitions,JP000135,SO002418,CC000634,Medium,Regional Coverage,True,Moderate,2,Annual Talent Review
CR00000454,P00001619,W00001619,Intern - Cyber Risk,JP000247,SO000805,CC001593,High,Client Delivery Continuity,True,High,2,Annual Talent Review
CR00000455,P00001389,W00001389,Consultant - Human Capital,JP000005,SO001330,CC001175,High,Client Delivery Continuity,True,Moderate,2,Annual Talent Review
CR00000456,P00002455,W00002455,Analyst - Corporate Tax,JP000065,SO000853,CC001043,High,Leadership Continuity,True,Moderate,1,Annual Talent Review
CR00000457,P00001256,W00001256,Analyst - Human Capital,JP000433,SO000861,CC001380,Strategic,Revenue Continuity,True,Severe,2,Annual Talent Review
CR00000458,P00000102,W00000102,Senior Consultant - Operations,JP000496,SO002231,CC001729,Medium,Regional Coverage,True,High,2,Annual Talent Review
CR00000459,P00000551,W00000551,Consultant - Marketing,JP000040,SO002291,CC000718,Medium,Regional Coverage,True,High,3,Mid-Year Talent Review
CR00000460,P00003966,W00003966,Consultant - Human Capital,JP000157,SO000788,CC002111,Medium,Specialized Knowledge Retention,True,High,2,Annual Talent Review
CR00000461,P00000145,W00000145,Senior Manager - Corporate Tax,JP000593,SO000882,CC000199,Medium,Process Stability,True,High,2,Annual Talent Review
CR00000462,P00002500,W00002500,Analyst - Regulatory Risk,JP000010,SO000376,CC000007,High,Leadership Continuity,True,High,3,Annual Talent Review
CR00000463,P00003309,W00003309,Consultant - Human Resources,JP000325,SO001652,CC000895,Strategic,Regulatory / Compliance Risk,True,Severe,2,Mid-Year Talent Review
CR00000464,P00004812,W00004812,Analyst - Data and Analytics,JP000485,SO002315,CC002104,High,Leadership Continuity,True,Severe,1,Annual Talent Review
CR00000465,P00001030,W00001030,Intern - Marketing,JP000198,SO000217,CC001708,Medium,Specialized Knowledge Retention,True,High,1,Annual Talent Review
CR00000466,P00001635,W00001635,Analyst - Technology Consulting,JP000175,SO001789,CC000364,Medium,Specialized Knowledge Retention,True,High,1,Annual Talent Review
CR00000467,P00003269,W00003269,Analyst - Strategy Consulting,JP000340,SO002427,CC000170,Medium,Specialized Knowledge Retention,True,High,1,Annual Talent Review
CR00000468,P00001231,W00001231,Analyst - Cyber Risk,JP000538,SO000227,CC001532,Strategic,Regulatory / Compliance Risk,True,High,2,Mid-Year Talent Review
CR00000469,P00001564,W00001564,Consultant - Data and Analytics,JP000104,SO002373,CC001520,High,Operational Resilience,True,High,2,Mid-Year Talent Review
CR00000470,P00004483,W00004483,Analyst - Human Capital,JP000596,SO001291,CC000065,Medium,Regional Coverage,True,High,2,Annual Talent Review
CR00000471,P00000506,W00000506,Senior Manager - Marketing,JP000086,SO000493,CC000775,High,Leadership Continuity,True,High,1,Annual Talent Review
CR00000472,P00001505,W00001505,Analyst - Audit Assurance,JP000369,SO000150,CC002385,Medium,Regional Coverage,True,High,2,Annual Talent Review
CR00000473,P00001569,W00001569,Analyst - Information Technology,JP000600,SO001843,CC002424,High,Leadership Continuity,True,High,1,Annual Talent Review
CR00000474,P00001207,W00001207,Senior Manager - Human Resources,JP000404,SO001299,CC002232,High,Leadership Continuity,True,High,3,Mid-Year Talent Review
CR00000475,P00000883,W00000883,Manager - Technology Consulting,JP000387,SO000377,CC001996,High,Client Delivery Continuity,True,Moderate,1,Annual Talent Review
CR00000476,P00002135,W00002135,Manager - Operations,JP000535,SO001331,CC001725,High,Operational Resilience,True,Moderate,2,Annual Talent Review
CR00000477,P00004962,W00004962,Senior Consultant - Cyber Risk,JP000176,SO001980,CC001392,High,Leadership Continuity,True,High,2,Annual Talent Review
CR00000478,P00001203,W00001203,Senior Manager - Corporate Tax,JP000593,SO002467,CC000147,Medium,Process Stability,True,High,2,Mid-Year Talent Review
CR00000479,P00002632,W00002632,Consultant - Data and Analytics,JP000118,SO002154,CC001694,Medium,Specialized Knowledge Retention,True,Moderate,2,Annual Talent Review
CR00000480,P00001870,W00001870,Analyst - Corporate Tax,JP000167,SO000608,CC000777,High,Client Delivery Continuity,True,High,2,Annual Talent Review
CR00000481,P00002239,W00002239,Senior Manager - Legal,JP000159,SO001133,CC001844,High,Operational Resilience,True,High,1,Annual Talent Review
CR00000482,P00004876,W00004876,Analyst - Audit Assurance,JP000588,SO001355,CC000414,High,Leadership Continuity,True,High,3,Annual Talent Review
CR00000483,P00004605,W00004605,Consultant - Cyber Risk,JP000335,SO000314,CC001213,Medium,Specialized Knowledge Retention,True,Severe,2,Annual Talent Review
CR00000484,P00002871,W00002871,Analyst - Technology Consulting,JP000389,SO001679,CC000439,High,Operational Resilience,True,Severe,2,Mid-Year Talent Review
CR00000485,P00004835,W00004835,Senior Consultant - Technology Consulting,JP000575,SO001259,CC000661,High,Client Delivery Continuity,True,High,3,Mid-Year Talent Review
CR00000486,P00001893,W00001893,Analyst - Mergers and Acquisitions,JP000073,SO000186,CC002264,High,Client Delivery Continuity,True,High,3,Mid-Year Talent Review
CR00000487,P00002637,W00002637,Analyst - Operations,JP000405,SO001291,CC000065,Medium,Regional Coverage,True,Moderate,1,Mid-Year Talent Review
CR00000488,P00000156,W00000156,Analyst - Technology Consulting,JP000389,SO002123,CC000019,High,Operational Resilience,True,Severe,2,Annual Talent Review
CR00000489,P00003661,W00003661,Analyst - Human Resources,JP000365,SO000409,CC000546,Medium,Regional Coverage,True,High,2,Annual Talent Review
CR00000490,P00001454,W00001454,Manager - Regulatory Risk,JP000066,SO001995,CC002460,Medium,Specialized Knowledge Retention,True,Severe,2,Annual Talent Review
CR00000491,P00002457,W00002457,Senior Consultant - Human Resources,JP000225,SO001074,CC001580,Medium,Process Stability,True,High,2,Annual Talent Review
CR00000492,P00004611,W00004611,Consultant - Audit Assurance,JP000495,SO001222,CC001450,Medium,Specialized Knowledge Retention,True,Moderate,3,Mid-Year Talent Review
CR00000493,P00004164,W00004164,Senior Consultant - Legal,JP000128,SO000046,CC002240,Medium,Process Stability,True,Moderate,3,Annual Talent Review
CR00000494,P00000499,W00000499,Analyst - Human Resources,JP000357,SO001446,CC002034,High,Client Delivery Continuity,True,High,2,Mid-Year Talent Review
CR00000495,P00001146,W00001146,Manager - Strategy Consulting,JP000386,SO000909,CC000096,Medium,Process Stability,True,High,2,Annual Talent Review
CR00000496,P00002450,W00002450,Senior Consultant - Mergers and Acquisitions,JP000030,SO000009,CC000446,Medium,Regional Coverage,True,Moderate,3,Annual Talent Review
CR00000497,P00004434,W00004434,Senior Consultant - Audit Assurance,JP000003,SO001694,CC000449,High,Operational Resilience,True,High,3,Annual Talent Review
CR00000498,P00000220,W00000220,Analyst - Operations,JP000556,SO001206,CC000609,Medium,Specialized Knowledge Retention,True,Severe,1,Annual Talent Review
CR00000499,P00002718,W00002718,Intern - Human Capital,JP000474,SO001101,CC000051,High,Leadership Continuity,True,High,2,Annual Talent Review
CR00000500,P00001756,W00001756,Senior Consultant - Technology Consulting,JP000577,SO001282,CC000548,Medium,Specialized Knowledge Retention,True,High,3,Annual Talent Review
CR00000501,P00000813,W00000813,Analyst - Technology Consulting,JP000389,SO000599,CC002451,Medium,Regional Coverage,True,Moderate,2,Annual Talent Review
CR00000502,P00002652,W00002652,Analyst - Finance,JP000333,SO000197,CC001052,Strategic,Regulatory / Compliance Risk,True,High,2,Mid-Year Talent Review
CR00000503,P00000258,W00000258,Analyst - Operations,JP000267,SO000389,CC001679,Strategic,Regulatory / Compliance Risk,True,High,3,Annual Talent Review
CR00000504,P00001083,W00001083,Consultant - Operations,JP000293,SO000434,CC002211,Medium,Process Stability,True,Severe,3,Annual Talent Review
CR00000505,P00001306,W00001306,Senior Manager - Finance,JP000339,SO002201,CC000816,Medium,Specialized Knowledge Retention,True,High,3,Mid-Year Talent Review
CR00000506,P00003696,W00003696,Analyst - Finance,JP000144,SO002466,CC000310,Medium,Process Stability,True,High,2,Annual Talent Review
CR00000507,P00004382,W00004382,Analyst - Human Capital,JP000017,SO000570,CC000897,High,Leadership Continuity,True,High,2,Mid-Year Talent Review
CR00000508,P00002801,W00002801,Analyst - Regulatory Risk,JP000103,SO001234,CC002495,Strategic,Enterprise Transformation,True,Moderate,2,Annual Talent Review
CR00000509,P00004689,W00004689,Consultant - Legal,JP000348,SO001905,CC000489,Medium,Specialized Knowledge Retention,True,High,2,Annual Talent Review
CR00000510,P00002484,W00002484,Partner - Information Technology,JP000574,SO001321,CC001365,High,Leadership Continuity,True,High,2,Annual Talent Review
CR00000511,P00003155,W00003155,Analyst - Cyber Risk,JP000519,SO001530,CC001537,High,Client Delivery Continuity,True,High,2,Annual Talent Review
CR00000512,P00001683,W00001683,Consultant - Technology Consulting,JP000336,SO000267,CC001824,Strategic,Revenue Continuity,True,Severe,2,Mid-Year Talent Review
CR00000513,P00003754,W00003754,Analyst - Legal,JP000186,SO000025,CC000230,High,Client Delivery Continuity,True,Severe,2,Mid-Year Talent Review
CR00000514,P00002703,W00002703,Analyst - Regulatory Risk,JP000010,SO002469,CC002027,High,Client Delivery Continuity,True,Severe,2,Annual Talent Review
CR00000515,P00004712,W00004712,Consultant - Operations,JP000110,SO000240,CC001339,High,Leadership Continuity,True,Moderate,2,Annual Talent Review
CR00000516,P00002088,W00002088,Analyst - Information Technology,JP000099,SO001402,CC001464,High,Client Delivery Continuity,True,High,2,Annual Talent Review
CR00000517,P00002448,W00002448,Intern - Marketing,JP000198,SO000819,CC001595,High,Leadership Continuity,True,Severe,1,Annual Talent Review
CR00000518,P00001897,W00001897,Senior Manager - Regulatory Risk,JP000517,SO001360,CC001530,Medium,Process Stability,True,High,1,Mid-Year Talent Review
CR00000519,P00004096,W00004096,Senior Manager - Human Resources,JP000076,SO002340,CC001398,High,Client Delivery Continuity,True,Moderate,3,Annual Talent Review
CR00000520,P00001933,W00001933,Analyst - Corporate Tax,JP000065,SO001499,CC002413,Strategic,Enterprise Transformation,True,Severe,2,Annual Talent Review
CR00000521,P00003606,W00003606,Director - Mergers and Acquisitions,JP000587,SO002390,CC001703,Strategic,Regulatory / Compliance Risk,True,High,1,Annual Talent Review
CR00000522,P00003036,W00003036,Director - Technology Consulting,JP000192,SO000657,CC001317,High,Operational Resilience,True,High,2,Mid-Year Talent Review
CR00000523,P00002423,W00002423,Consultant - Corporate Tax,JP000201,SO001187,CC001446,High,Client Delivery Continuity,True,Severe,2,Mid-Year Talent Review
CR00000524,P00003103,W00003103,Senior Manager - Audit Assurance,JP000306,SO000122,CC001471,Medium,Process Stability,True,High,1,Annual Talent Review
CR00000525,P00001045,W00001045,Consultant - Marketing,JP000109,SO002383,CC000893,High,Client Delivery Continuity,True,High,2,Annual Talent Review
CR00000526,P00000206,W00000206,Senior Manager - Strategy Consulting,JP000133,SO001774,CC000491,High,Client Delivery Continuity,True,High,1,Annual Talent Review
CR00000527,P00001908,W00001908,Consultant - Cyber Risk,JP000425,SO000292,CC000655,Strategic,Regulatory / Compliance Risk,True,High,2,Annual Talent Review
CR00000528,P00002293,W00002293,Senior Manager - Corporate Tax,JP000138,SO000963,CC000681,Strategic,Enterprise Transformation,True,Moderate,2,Annual Talent Review
CR00000529,P00002486,W00002486,Analyst - Legal,JP000309,SO001858,CC002092,Medium,Regional Coverage,True,High,1,Annual Talent Review
CR00000530,P00003189,W00003189,Analyst - Regulatory Risk,JP000558,SO000837,CC000198,High,Leadership Continuity,True,Severe,1,Annual Talent Review
CR00000531,P00004467,W00004467,Senior Manager - Legal,JP000159,SO002014,CC000934,Medium,Regional Coverage,True,High,2,Annual Talent Review
CR00000532,P00003191,W00003191,Consultant - Data and Analytics,JP000154,SO000028,CC001315,Medium,Regional Coverage,True,High,1,Annual Talent Review
CR00000533,P00001548,W00001548,Senior Consultant - Marketing,JP000321,SO001578,CC000432,High,Operational Resilience,True,Severe,3,Annual Talent Review
CR00000534,P00002759,W00002759,Consultant - Mergers and Acquisitions,JP000254,SO001417,CC002270,Medium,Specialized Knowledge Retention,True,Moderate,1,Annual Talent Review
CR00000535,P00003310,W00003310,Analyst - Regulatory Risk,JP000533,SO002363,CC001417,High,Operational Resilience,True,High,2,Annual Talent Review
CR00000536,P00003439,W00003439,Consultant - Cyber Risk,JP000277,SO001106,CC001715,High,Leadership Continuity,True,High,2,Mid-Year Talent Review
CR00000537,P00002433,W00002433,Analyst - Technology Consulting,JP000230,SO002439,CC001638,Medium,Specialized Knowledge Retention,True,High,2,Annual Talent Review
CR00000538,P00003587,W00003587,Consultant - Regulatory Risk,JP000463,SO000945,CC000072,High,Leadership Continuity,True,Moderate,1,Annual Talent Review
CR00000539,P00002724,W00002724,Analyst - Human Capital,JP000108,SO001141,CC000855,High,Operational Resilience,True,High,3,Annual Talent Review
CR00000540,P00003723,W00003723,Consultant - Data and Analytics,JP000154,SO002327,CC002340,Strategic,Revenue Continuity,True,High,3,Annual Talent Review
CR00000541,P00002094,W00002094,Analyst - Regulatory Risk,JP000093,SO000611,CC000810,Strategic,Enterprise Transformation,True,High,1,Annual Talent Review
CR00000542,P00002631,W00002631,Consultant - Human Resources,JP000151,SO000582,CC002428,Medium,Regional Coverage,True,Moderate,1,Annual Talent Review
CR00000543,P00000178,W00000178,Consultant - Technology Consulting,JP000545,SO002118,CC002438,Strategic,Enterprise Transformation,True,High,3,Mid-Year Talent Review
CR00000544,P00004013,W00004013,Senior Consultant - Operations,JP000310,SO000425,CC001758,Strategic,Enterprise Transformation,True,High,2,Annual Talent Review
CR00000545,P00004944,W00004944,Senior Consultant - Human Resources,JP000275,SO001363,CC000838,High,Leadership Continuity,True,Moderate,1,Annual Talent Review
CR00000546,P00001225,W00001225,Analyst - Regulatory Risk,JP000229,SO001161,CC002182,High,Client Delivery Continuity,True,Moderate,1,Annual Talent Review
CR00000547,P00003832,W00003832,Director - Audit Assurance,JP000573,SO000951,CC002269,High,Operational Resilience,True,Moderate,2,Annual Talent Review
CR00000548,P00003186,W00003186,Consultant - Audit Assurance,JP000487,SO001792,CC002357,High,Operational Resilience,True,High,2,Annual Talent Review
