location_id,location_name,company_id,country,city,region,location_type
LOC000503,Frankfurt - Remote,C003,Germany,Frankfurt,EMEA,Remote
LOC000504,Berlin - Office,C011,Germany,Berlin,EMEA,Office
LOC000505,Rio de Janeiro - Office,C002,Brazil,Rio de Janeiro,Americas,Office
LOC000506,Brisbane - Office,C034,Australia,Brisbane,APAC,Office
LOC000507,Cape Town - Remote,C032,South Africa,Cape Town,EMEA,Remote
LOC000508,The Hague - Office,C031,Netherlands,The Hague,EMEA,Office
LOC000509,Chicago - Office,C027,United States,Chicago,Americas,Office
LOC000510,Hyderabad - Office,C021,India,Hyderabad,APAC,Office
LOC000511,Frankfurt - Office,C028,Germany,Frankfurt,EMEA,Office
LOC000512,Delhi - Office,C030,India,Delhi,APAC,Office
LOC000513,Bengaluru - Office,C035,India,Bengaluru,APAC,Office
LOC000514,Frankfurt - Office,C033,Germany,Frankfurt,EMEA,Office
LOC000515,Amsterdam - Office,C040,Netherlands,Amsterdam,EMEA,Office
LOC000516,Bengaluru - Office,C021,India,Bengaluru,APAC,Office
LOC000517,Mumbai - Remote,C021,India,Mumbai,APAC,Remote
LOC000518,Dallas - Office,C019,United States,Dallas,Americas,Office
LOC000519,Frankfurt - Office,C018,Germany,Frankfurt,EMEA,Office
LOC000520,Seattle - Office,C012,United States,Seattle,Americas,Office
LOC000521,Rotterdam - Office,C005,Netherlands,Rotterdam,EMEA,Office
LOC000522,Toronto - Office,C007,Canada,Toronto,Americas,Office
LOC000523,Canberra - Office,C023,Australia,Canberra,APAC,Office
LOC000524,Bengaluru - Remote,C030,India,Bengaluru,APAC,Remote
LOC000525,Canberra - Office,C029,Australia,Canberra,APAC,Office
LOC000526,Chennai - Office,C016,India,Chennai,APAC,Office
LOC000527,London - Office,C015,United Kingdom,London,EMEA,Office
LOC000528,Frankfurt - Client Site,C011,Germany,Frankfurt,EMEA,Client Site
LOC000529,Melbourne - Office,C034,Australia,Melbourne,APAC,Office
LOC000530,New York - Office,C039,United States,New York,Americas,Office
LOC000531,New York - Office,C039,United States,New York,Americas,Office
LOC000532,Frankfurt - Office,C028,Germany,Frankfurt,EMEA,Office
LOC000533,Amsterdam - Client Site,C040,Netherlands,Amsterdam,EMEA,Client Site
LOC000534,Munich - Office,C011,Germany,Munich,EMEA,Office
LOC000535,Amsterdam - Office,C005,Netherlands,Amsterdam,EMEA,Office
LOC000536,Berlin - Client Site,C028,Germany,Berlin,EMEA,Client Site
LOC000537,Chennai - Remote,C021,India,Chennai,APAC,Remote
LOC000538,Perth - Office,C029,Australia,Perth,APAC,Office
LOC000539,New York - Remote,C019,United States,New York,Americas,Remote
LOC000540,London - Office,C020,United Kingdom,London,EMEA,Office
LOC000541,Hyderabad - Office,C016,India,Hyderabad,APAC,Office
LOC000542,Perth - Office,C017,Australia,Perth,APAC,Office
LOC000543,Madrid - Office,C010,Spain,Madrid,EMEA,Office
LOC000544,Boston - Client Site,C012,United States,Boston,Americas,Client Site
LOC000545,Dallas - Remote,C036,United States,Dallas,Americas,Remote
LOC000546,London - Office,C015,United Kingdom,London,EMEA,Office
LOC000547,Perth - Office,C008,Australia,Perth,APAC,Office
LOC000548,Sydney - Office,C008,Australia,Sydney,APAC,Office
LOC000549,Delhi - Client Site,C026,India,Delhi,APAC,Client Site
LOC000550,Hamburg - Remote,C014,Germany,Hamburg,EMEA,Remote
LOC000551,Melbourne - Office,C008,Australia,Melbourne,APAC,Office
LOC000552,Hamburg - Office,C033,Germany,Hamburg,EMEA,Office
LOC000553,Munich - Office,C028,Germany,Munich,EMEA,Office
LOC000554,San Francisco - Remote,C027,United States,San Francisco,Americas,Remote
LOC000555,Chicago - Office,C027,United States,Chicago,Americas,Office
LOC000556,Brisbane - Office,C023,Australia,Brisbane,APAC,Office
LOC000557,Brasilia - Office,C002,Brazil,Brasilia,Americas,Office
LOC000558,Rio de Janeiro - Office,C006,Brazil,Rio de Janeiro,Americas,Office
LOC000559,Sydney - Office,C034,Australia,Sydney,APAC,Office
LOC000560,Melbourne - Office,C023,Australia,Melbourne,APAC,Office
LOC000561,Birmingham - Office,C020,United Kingdom,Birmingham,EMEA,Office
LOC000562,Sydney - Office,C017,Australia,Sydney,APAC,Office
LOC000563,Bengaluru - Office,C021,India,Bengaluru,APAC,Office
LOC000564,Edinburgh - Client Site,C020,United Kingdom,Edinburgh,EMEA,Client Site
LOC000565,Utrecht - Remote,C031,Netherlands,Utrecht,EMEA,Remote
LOC000566,London - Office,C015,United Kingdom,London,EMEA,Office
LOC000567,Pune - Remote,C004,India,Pune,APAC,Remote
LOC000568,Mumbai - Office,C021,India,Mumbai,APAC,Office
LOC000569,Vancouver - Office,C007,Canada,Vancouver,Americas,Office
LOC000570,Amsterdam - Office,C005,Netherlands,Amsterdam,EMEA,Office
LOC000571,Munich - Office,C033,Germany,Munich,EMEA,Office
LOC000572,Nagoya - Client Site,C038,Japan,Nagoya,APAC,Client Site
LOC000573,Utrecht - Shared Service Center,C005,Netherlands,Utrecht,EMEA,Shared Service Center
LOC000574,Dallas - Office,C019,United States,Dallas,Americas,Office
LOC000575,Munich - Remote,C033,Germany,Munich,EMEA,Remote
LOC000576,Seattle - Office,C027,United States,Seattle,Americas,Office
LOC000577,Queretaro - Office,C001,Mexico,Queretaro,Americas,Office
LOC000578,Monterrey - Office,C009,Mexico,Monterrey,Americas,Office
LOC000579,Sao Paulo - Client Site,C006,Brazil,Sao Paulo,Americas,Client Site
LOC000580,London - Office,C020,United Kingdom,London,EMEA,Office
LOC000581,London - Office,C020,United Kingdom,London,EMEA,Office
LOC000582,Seville - Client Site,C010,Spain,Seville,EMEA,Client Site
LOC000583,Hyderabad - Office,C030,India,Hyderabad,APAC,Office
LOC000584,Atlanta - Office,C027,United States,Atlanta,Americas,Office
LOC000585,Canberra - Office,C017,Australia,Canberra,APAC,Office
LOC000586,Canberra - Shared Service Center,C034,Australia,Canberra,APAC,Shared Service Center
LOC000587,Berlin - Office,C018,Germany,Berlin,EMEA,Office
LOC000588,Boston - Office,C036,United States,Boston,Americas,Office
LOC000589,Seattle - Office,C012,United States,Seattle,Americas,Office
LOC000590,Hyderabad - Office,C004,India,Hyderabad,APAC,Office
LOC000591,Mexico City - Office,C001,Mexico,Mexico City,Americas,Office
LOC000592,San Francisco - Office,C012,United States,San Francisco,Americas,Office
LOC000593,Delhi - Office,C021,India,Delhi,APAC,Office
LOC000594,Dallas - Office,C037,United States,Dallas,Americas,Office
LOC000595,Sharjah - Remote,C013,United Arab Emirates,Sharjah,EMEA,Remote
LOC000596,Canberra - Office,C023,Australia,Canberra,APAC,Office
LOC000597,Bengaluru - Office,C016,India,Bengaluru,APAC,Office
LOC000598,Sharjah - Remote,C013,United Arab Emirates,Sharjah,EMEA,Remote
LOC000599,San Francisco - Office,C037,United States,San Francisco,Americas,Office
LOC000600,Utrecht - Office,C031,Netherlands,Utrecht,EMEA,Office
LOC000601,Mexico City - Remote,C001,Mexico,Mexico City,Americas,Remote
LOC000602,Mumbai - Office,C024,India,Mumbai,APAC,Office
LOC000603,San Francisco - Remote,C039,United States,San Francisco,Americas,Remote
LOC000604,Chennai - Office,C030,India,Chennai,APAC,Office
LOC000605,Brisbane - Office,C029,Australia,Brisbane,APAC,Office
LOC000606,Seattle - Office,C037,United States,Seattle,Americas,Office
LOC000607,Nagoya - Office,C038,Japan,Nagoya,APAC,Office
LOC000608,Munich - Office,C011,Germany,Munich,EMEA,Office
LOC000609,Seattle - Client Site,C037,United States,Seattle,Americas,Client Site
LOC000610,Brasilia - Remote,C002,Brazil,Brasilia,Americas,Remote
LOC000611,Rotterdam - Office,C005,Netherlands,Rotterdam,EMEA,Office
LOC000612,Atlanta - Client Site,C037,United States,Atlanta,Americas,Client Site
LOC000613,Queretaro - Office,C009,Mexico,Queretaro,Americas,Office
LOC000614,Dallas - Remote,C012,United States,Dallas,Americas,Remote
LOC000615,Perth - Shared Service Center,C008,Australia,Perth,APAC,Shared Service Center
LOC000616,Durban - Office,C032,South Africa,Durban,EMEA,Office
LOC000617,Mexico City - Office,C001,Mexico,Mexico City,Americas,Office
LOC000618,Monterrey - Remote,C022,Mexico,Monterrey,Americas,Remote
LOC000619,Atlanta - Client Site,C027,United States,Atlanta,Americas,Client Site
LOC000620,London - Office,C015,United Kingdom,London,EMEA,Office
LOC000621,Brasilia - Office,C002,Brazil,Brasilia,Americas,Office
LOC000622,Melbourne - Office,C023,Australia,Melbourne,APAC,Office
LOC000623,Bengaluru - Office,C024,India,Bengaluru,APAC,Office
LOC000624,Chicago - Office,C027,United States,Chicago,Americas,Office
LOC000625,Mumbai - Remote,C024,India,Mumbai,APAC,Remote
LOC000626,Guadalajara - Client Site,C022,Mexico,Guadalajara,Americas,Client Site
LOC000627,Perth - Shared Service Center,C008,Australia,Perth,APAC,Shared Service Center
LOC000628,Brasilia - Remote,C006,Brazil,Brasilia,Americas,Remote
LOC000629,London - Remote,C020,United Kingdom,London,EMEA,Remote
LOC000630,Birmingham - Office,C015,United Kingdom,Birmingham,EMEA,Office
LOC000631,Boston - Office,C012,United States,Boston,Americas,Office
LOC000632,Hamburg - Office,C033,Germany,Hamburg,EMEA,Office
LOC000633,Monterrey - Client Site,C001,Mexico,Monterrey,Americas,Client Site
LOC000634,Edinburgh - Office,C020,United Kingdom,Edinburgh,EMEA,Office
LOC000635,Utrecht - Office,C005,Netherlands,Utrecht,EMEA,Office
LOC000636,Amsterdam - Office,C005,Netherlands,Amsterdam,EMEA,Office
LOC000637,Hamburg - Remote,C033,Germany,Hamburg,EMEA,Remote
LOC000638,Sydney - Shared Service Center,C008,Australia,Sydney,APAC,Shared Service Center
LOC000639,Sharjah - Office,C013,United Arab Emirates,Sharjah,EMEA,Office
LOC000640,Chennai - Office,C016,India,Chennai,APAC,Office
LOC000641,Monterrey - Client Site,C009,Mexico,Monterrey,Americas,Client Site
LOC000642,Sharjah - Office,C013,United Arab Emirates,Sharjah,EMEA,Office
LOC000643,Tokyo - Office,C038,Japan,Tokyo,APAC,Office
LOC000644,Delhi - Office,C024,India,Delhi,APAC,Office
LOC000645,Amsterdam - Office,C005,Netherlands,Amsterdam,EMEA,Office
LOC000646,Calgary - Remote,C007,Canada,Calgary,Americas,Remote
LOC000647,Frankfurt - Shared Service Center,C033,Germany,Frankfurt,EMEA,Shared Service Center
LOC000648,Hamburg - Office,C028,Germany,Hamburg,EMEA,Office
LOC000649,Hamburg - Office,C028,Germany,Hamburg,EMEA,Office
LOC000650,Rotterdam - Office,C040,Netherlands,Rotterdam,EMEA,Office
LOC000651,Canberra - Client Site,C017,Australia,Canberra,APAC,Client Site
LOC000652,Montreal - Office,C007,Canada,Montreal,Americas,Office
LOC000653,Mexico City - Office,C009,Mexico,Mexico City,Americas,Office
LOC000654,Brisbane - Client Site,C023,Australia,Brisbane,APAC,Client Site
LOC000655,Manchester - Client Site,C020,United Kingdom,Manchester,EMEA,Client Site
LOC000656,Frankfurt - Office,C028,Germany,Frankfurt,EMEA,Office
LOC000657,Utrecht - Office,C005,Netherlands,Utrecht,EMEA,Office
LOC000658,New York - Office,C036,United States,New York,Americas,Office
LOC000659,Atlanta - Office,C027,United States,Atlanta,Americas,Office
LOC000660,Chicago - Client Site,C039,United States,Chicago,Americas,Client Site
LOC000661,Amsterdam - Client Site,C040,Netherlands,Amsterdam,EMEA,Client Site
LOC000662,Birmingham - Office,C020,United Kingdom,Birmingham,EMEA,Office
LOC000663,Delhi - Remote,C026,India,Delhi,APAC,Remote
LOC000664,Calgary - Client Site,C007,Canada,Calgary,Americas,Client Site
LOC000665,Sydney - Office,C017,Australia,Sydney,APAC,Office
LOC000666,Munich - Remote,C014,Germany,Munich,EMEA,Remote
LOC000667,Mumbai - Office,C025,India,Mumbai,APAC,Office
LOC000668,Barcelona - Remote,C010,Spain,Barcelona,EMEA,Remote
LOC000669,Seattle - Office,C039,United States,Seattle,Americas,Office
LOC000670,New York - Office,C027,United States,New York,Americas,Office
LOC000671,Atlanta - Office,C036,United States,Atlanta,Americas,Office
LOC000672,Atlanta - Office,C012,United States,Atlanta,Americas,Office
LOC000673,Cape Town - Shared Service Center,C032,South Africa,Cape Town,EMEA,Shared Service Center
LOC000674,The Hague - Client Site,C040,Netherlands,The Hague,EMEA,Client Site
LOC000675,Delhi - Shared Service Center,C035,India,Delhi,APAC,Shared Service Center
LOC000676,Sao Paulo - Office,C006,Brazil,Sao Paulo,Americas,Office
LOC000677,Hamburg - Office,C028,Germany,Hamburg,EMEA,Office
LOC000678,San Francisco - Office,C012,United States,San Francisco,Americas,Office
LOC000679,Amsterdam - Office,C005,Netherlands,Amsterdam,EMEA,Office
LOC000680,Perth - Office,C023,Australia,Perth,APAC,Office
LOC000681,Monterrey - Remote,C022,Mexico,Monterrey,Americas,Remote
LOC000682,Berlin - Office,C014,Germany,Berlin,EMEA,Office
LOC000683,Amsterdam - Remote,C040,Netherlands,Amsterdam,EMEA,Remote
LOC000684,Frankfurt - Office,C011,Germany,Frankfurt,EMEA,Office
LOC000685,Queretaro - Client Site,C022,Mexico,Queretaro,Americas,Client Site
LOC000686,Dallas - Office,C037,United States,Dallas,Americas,Office
LOC000687,Chennai - Client Site,C016,India,Chennai,APAC,Client Site
LOC000688,Perth - Remote,C008,Australia,Perth,APAC,Remote
LOC000689,Berlin - Office,C018,Germany,Berlin,EMEA,Office
LOC000690,Vancouver - Shared Service Center,C007,Canada,Vancouver,Americas,Shared Service Center
LOC000691,Boston - Client Site,C027,United States,Boston,Americas,Client Site
LOC000692,Mumbai - Office,C004,India,Mumbai,APAC,Office
LOC000693,Melbourne - Remote,C029,Australia,Melbourne,APAC,Remote
LOC000694,Ottawa - Shared Service Center,C007,Canada,Ottawa,Americas,Shared Service Center
LOC000695,Rio de Janeiro - Office,C002,Brazil,Rio de Janeiro,Americas,Office
LOC000696,Rio de Janeiro - Office,C006,Brazil,Rio de Janeiro,Americas,Office
LOC000697,Melbourne - Client Site,C023,Australia,Melbourne,APAC,Client Site
LOC000698,Yokohama - Office,C038,Japan,Yokohama,APAC,Office
LOC000699,New York - Office,C012,United States,New York,Americas,Office
LOC000700,Hyderabad - Remote,C021,India,Hyderabad,APAC,Remote
LOC000701,Guadalajara - Client Site,C022,Mexico,Guadalajara,Americas,Client Site
LOC000702,Boston - Client Site,C019,United States,Boston,Americas,Client Site
LOC000703,Brisbane - Office,C008,Australia,Brisbane,APAC,Office
LOC000704,New York - Office,C036,United States,New York,Americas,Office
LOC000705,Mumbai - Office,C025,India,Mumbai,APAC,Office
LOC000706,Utrecht - Office,C005,Netherlands,Utrecht,EMEA,Office
LOC000707,Hamburg - Office,C033,Germany,Hamburg,EMEA,Office
LOC000708,Mexico City - Office,C009,Mexico,Mexico City,Americas,Office
LOC000709,Berlin - Remote,C014,Germany,Berlin,EMEA,Remote
LOC000710,Munich - Remote,C018,Germany,Munich,EMEA,Remote
LOC000711,Pune - Remote,C004,India,Pune,APAC,Remote
LOC000712,Chennai - Office,C025,India,Chennai,APAC,Office
LOC000713,Edinburgh - Client Site,C015,United Kingdom,Edinburgh,EMEA,Client Site
LOC000714,Durban - Client Site,C032,South Africa,Durban,EMEA,Client Site
LOC000715,Hyderabad - Remote,C025,India,Hyderabad,APAC,Remote
LOC000716,Calgary - Office,C007,Canada,Calgary,Americas,Office
LOC000717,Rotterdam - Shared Service Center,C040,Netherlands,Rotterdam,EMEA,Shared Service Center
LOC000718,Dallas - Client Site,C027,United States,Dallas,Americas,Client Site
LOC000719,Brisbane - Office,C008,Australia,Brisbane,APAC,Office
LOC000720,Queretaro - Office,C009,Mexico,Queretaro,Americas,Office
LOC000721,Hyderabad - Office,C004,India,Hyderabad,APAC,Office
LOC000722,Frankfurt - Office,C003,Germany,Frankfurt,EMEA,Office
LOC000723,Tokyo - Office,C038,Japan,Tokyo,APAC,Office
LOC000724,Boston - Remote,C027,United States,Boston,Americas,Remote
LOC000725,New York - Office,C039,United States,New York,Americas,Office
LOC000726,Pune - Office,C030,India,Pune,APAC,Office
LOC000727,Seattle - Office,C027,United States,Seattle,Americas,Office
LOC000728,Bengaluru - Office,C004,India,Bengaluru,APAC,Office
LOC000729,Hyderabad - Client Site,C026,India,Hyderabad,APAC,Client Site
LOC000730,Guadalajara - Office,C001,Mexico,Guadalajara,Americas,Office
LOC000731,Munich - Office,C033,Germany,Munich,EMEA,Office
LOC000732,Berlin - Office,C011,Germany,Berlin,EMEA,Office
LOC000733,Frankfurt - Office,C033,Germany,Frankfurt,EMEA,Office
LOC000734,Canberra - Office,C017,Australia,Canberra,APAC,Office
LOC000735,Atlanta - Office,C027,United States,Atlanta,Americas,Office
LOC000736,Mumbai - Office,C021,India,Mumbai,APAC,Office
LOC000737,Guadalajara - Office,C022,Mexico,Guadalajara,Americas,Office
LOC000738,Yokohama - Client Site,C038,Japan,Yokohama,APAC,Client Site
LOC000739,Johannesburg - Office,C032,South Africa,Johannesburg,EMEA,Office
LOC000740,Chicago - Office,C037,United States,Chicago,Americas,Office
LOC000741,Abu Dhabi - Office,C013,United Arab Emirates,Abu Dhabi,EMEA,Office
LOC000742,Melbourne - Remote,C017,Australia,Melbourne,APAC,Remote
LOC000743,Calgary - Office,C007,Canada,Calgary,Americas,Office
LOC000744,Munich - Office,C018,Germany,Munich,EMEA,Office
LOC000745,Manchester - Shared Service Center,C020,United Kingdom,Manchester,EMEA,Shared Service Center
LOC000746,Nagoya - Office,C038,Japan,Nagoya,APAC,Office
LOC000747,Dubai - Shared Service Center,C013,United Arab Emirates,Dubai,EMEA,Shared Service Center
LOC000748,Pune - Remote,C021,India,Pune,APAC,Remote
LOC000749,Delhi - Client Site,C026,India,Delhi,APAC,Client Site
LOC000750,Berlin - Office,C028,Germany,Berlin,EMEA,Office
